taxnumberprovider,feature_vector,Cluster
78.233.420-4,"49 media de muslo antiembolismo   l 
 36 guantes esteriles talla 7 x par 21 media antiembolica l 10 electrodo desechable pediatrico
 10 gasa no tejida esteril 7.5 x 7.5 cm (1 sobre incluye 2 unidades). indicar unidad de medida adjuntar ficha tecnica. 10 250010036 aposito no adherente transparente (telfa) 30x30 cm. 15 222-2786 cateter epicutaneo 2 fr 2 lumen con introductor (neo)

 21 brri006 riodeine yodopolividona 10%, precio x 10 botellas de 100 ml, se adjunta ficha tecnica presentacion caja x 30 cajas de 100 ml

 36 cotizacion hospitalia. factor empaque guante  x 50 pares, llave x 1600 y mariposa x 100. codigo kach018, kach015, cardi503

se adjunta ficha tecnica para su evaluacion. favor tomar en consideracion factor de empaque. entrega inmediata
 77 cardi369 05-5800 kit de laceracion desechable
",18
77.275.083-8,"19 olla cacerola 10 lts  28 se solicita adquisicion de 2 proyectores modelo epson fhd home cinema 80hd o similar, con el detalle siguiente:

-tecnologia: 3lcd

-iluminacion: ampolleta

-resolucion: nativa (pixeles) fhd (1920x1080)

-relacion aspecto: 16:9

-luminosidad normal: 3300 lumenes

-vida util: lampara/led (horas) 6000

-contraste: 16.000:1

-tamano pantalla: 25"" a 350""

-conexion: hdmi, usb, rj45, audio 16 aspiradora seco/ humedo electrico 1100w 25l 27 soporte para proyector con brazo a techo y pared.
imagen de referencia.
incluye despacho a pedro aguirre cerda 425, piso 3, oficina 301, angol. 34 perfume similar a adidas edt. 100 ml. ice dive 10 mamaderas de vidrio de 250 cc similar a marca mary, se adjunta foto de referencia 16 hpe disco duro para servidor g8-g10 (hot-swap 900 gb 12g 15k 2.5 sas 870759-b21) 33 mancuernas neopreno 2kilos 44 entrega 2 dias producto disponible para despacho incluye flete, dudas o consultas al correo: ventascomercializadoradic@gmail.com fono: +569 72551049 40 microfono inalambrico, segun archivo adjunto",22
77.431.951-4,"76 muy buenos dias , se cotiza productos solicitados segun eett, mayor informacion buyme.daniel@gmail.com -  telefono +56998070785, envio de 2 a 5 dias maximos.
 23 otoscopios segun especificaciones tecnicas adjuntas. 16 aspiradora seco/ humedo electrico 1100w 25l 10 mantas de emergencias de aluminio de 160x210 cm

 10 hervidor electrico 2 litros  86 capturadora de video elgato o equivalente 4k elgato cam link 4k. ? 1 x conector usb 3.1 gen 1 tipo a 1 x puerto hdmi tecnologia plug and play. ver especificaciones adjuntas 12 bandeja de huevitos 50 unidades (ver imagen referencial) 
importante: fecha de entrega 1 - 2 dias habiles 24 proyector philco 3115n de 3500 lumenes lcd o equivalente 24 muy buenos dias , se cotiza productos solicitados segun eett, mayor informacion buyme.daniel@gmail.com -  telefono +56998070785, envio de 2 a 5 dias maximos.
 51 especificaciones tecnicas de sillon gerencial manager:
sillon respaldo alto (gerencial) 
color negro
eco cuero
con apoyabrazos acolchado
medidas aproximadas segun fotografia
cargas maxima 110 kg
",4
86.383.300-0,"33 adaptador inhalador p/circuito vent..
 10 resucitador manuel pediatrico 54 resucitador manual adulto con reservatorio  23 oferta mediplex s.a.
plazo de entrega 48 hrs de recepcion de oc.
cotizacion y folletos adjuntos.
monto minimo de despacho 4uf + iva. 26 oferta mediplex s.a.
plazo de entrega 48 hrs de recepcion de oc.
cotizacion y folletos adjuntos.
monto minimo de despacho 4uf + iva. 33 oferta mediplex s.a.
plazo de entrega 24 hrs de recepcion de oc.
cotizacion y folletos adjuntos.
monto minimo de despacho 4uf + iva. 15 mascarilla laringea desechable 4 fr 12 sonda aspiracion c/control succion 6 fr 17 sonda de aspiracion cerrada para ventilacion mecanica 16 fr x 50 cm largo

 10 oferta mediplex s.a.
plazo de entrega 24 hrs de recepcion de oc.
cotizacion y folletos adjuntos.
monto minimo de despacho 4uf + iva.",25
77.266.833-3,"41 funda notebook mac 26 toner brother tn-213bk 51 limpiador de ventana de limpieza de automoviles 55 agujas para inflar balones de futbol 27 segun archivo adjunto 33 desodorante ambiental 360cc aroma citrico,frutilla y potpourri 60 se requiere la adquisicion de 5 sillas ergonometricas con las siguientes especificaciones:
-	color negro
-	respaldo alto con malla
-	apoyo lumbar regulable
-	brazos regulables en altura
-	asientos tapizados (no ecocuero)
medidas
alto: 102 - 105 cms
ancho: 56 cms
ancho asiento: 52 cms
 23 
se adjunta cotizacion y ficha tecnica, despacho incluido, entrega en 3 a 5 dias habiles  luego de recibir orden de compra.empresa ubicada en machali, sexta region.

 36 glucerna triplecare polvo vainilla x 850gr 16 hpe disco duro para servidor g8-g10 (hot-swap 900 gb 12g 15k 2.5 sas 870759-b21)",11
76.175.712-1,"24 candados grandes safer o similar 60 mm 24 despacho incluido, tiempo de entrega 5 dias una vez recibida la  oc. 41 crimpeadora 26 cotizacion segun lo solicitado. 
-despacho incluido.
-plazo de entrega: 3 a 5 dias, una vez recibida oc. 23 cotizacion segun lo solicitado. 
-despacho incluido.
-plazo de entrega: 48 a 72 horas, una vez recibida oc. 61 teclado kb-06xe ps/2 50 cotizacion segun lo solicitado. 
-despacho incluido.
-plazo de entrega: 48 a 72 horas, una vez recibida oc. 10 compra de dos (2) access point ubiquiti dual-band poe ac1200 ap-ac-lite, segun detalle adjunto 12 cotizacion segun lo solicitado. 
-despacho incluido.
-plazo de entrega: 3 a 4 dias, una vez recibida oc. 41 cotizacion segun lo solicitado.
-despacho incluido.
-plazo de entrega: 3 a 5 dias, una vez recibida oc.",27
89.912.300-k,"48 notebook marca : dell / lenovo / hp / azus procesador : intel core i7, 11 va generacion o superior memoria ram: 16 gb, disco solido (ssd) 512 gb conectividad ethernet y wifi puerto hdmi sistema operativo windows 10 profesional 64 bits garantia minima 1 ano 33 suministros originales.
precios + iva.
cotizacion valida por 3 dias habiles o hasta agotar stock, lo que ocurra primero.
cotizacion no representa en forma alguna reserva de inventario.
plazo de entrega 5 dias habiles  puesta orden de compra.
oferta incluy 51 3 hp toner laserjet  amarillo 414a w2022a
3 hp toner laserjet negri 414a w2021a
3 hp toner laserjet cyan 414a w2021a
3 hp toner laserjet magenta 414a w2023a 41 tinta hp 951 yellow z30, para impresora hp officejet pro 8100 40 
impresoras similares a hp laser jet pro m203 dw o m201 dw 50 cotizacion valida por 3 dias o hasta agotar stock, lo que ocurra primero.
plazo de entrega 7 dias habiles puesta orden.
forma de pago o/c 30 dias
oferta incluye costo de envio.
consultas: patricia briceno ;  pbriceno@ricardorodriguez.cl

revisar archivo 12 juego de tintas para impresora epson l3250 negro, amarillo, cyan y magenta 27 suministros originales.
precios + iva.
cotizacion valida por 3 dias habiles o hasta agotar stock, lo que ocurra primero.
cotizacion no representa en forma alguna reserva de inventario.
plazo de entrega 5 dias habiles  puesta orden de compra.
oferta incluy 36 precios + iva.
cotizacion valida por 3 dias habiles o hasta agotar stock, lo que ocurra primero.
cotizacion no representa en forma alguna reserva de inventario.
plazo de entrega 5 dias habiles  puesta orden de compra.
oferta incluye costo de envio.
 10 tinta original 954 xl magenta",1
10.531.697-6,"26 toner brother tn-213bk 35 toner ricoh im-600f 38 toner original brother tn- magenta para impresora brother mcf-l8900cdw. ver eett anexas. 29 cartucho de tinta hp 964xl original negro 13 por favor cotizar detalladamente los toner subidos en archivo adjunto  22 toners originales modelo tn-3479 para impresora brother modelo mfcl6900dw 27 tinta epson 664 cyan 51 3 hp toner laserjet  amarillo 414a w2022a
3 hp toner laserjet negri 414a w2021a
3 hp toner laserjet cyan 414a w2021a
3 hp toner laserjet magenta 414a w2023a 10 toner 32a original hp
 51 se solicita cartridge 951xl (cyan) ",3
76.687.656-0,"12 se oferta lo solicitado con fotos correspondientes
productos con vencimiento minimo 12 meses
despacho 3 dias
contacto: sebastian caceres, +569 30568791
ventas@carpedent.cl 77 se ofertan todos los productos solicitados 
detalles de la cotizacion en adjunto
con garantia 12 meses 
despacho 1-2 dias habiles
contacto : +56 9 62339906 javier de la noi 
javier.delanoi@carpedent.cl
saludos 28 se ofertan todos los productos solicitados 
detalles de la cotizacion en adjunto
con garantia 12 meses 
despacho gratis 1-2 dias habiles
contacto : +56 9 62339906 javier de la noi
saludos
 12 se oferta lo solicitado con foto correspondiente despacho entre 1 a 3 dias habiles sebsstian diaz ventas@carpedent.cl 93 se oferta lo solicitato con foto correspondiente despacho entre 1 a 3 dias habiles sebastian diaz +56950561107 ventas@carpedent.cl 27 se oferta lo solicitado con fotos correspondientes
productos con garantia 12 meses
despacho 2 dias
contacto: sebastian caceres, +569 30568791
ventas@carpedent.cl
 10 aguja 21 g x 1.00""
 10 alicates para quitar brackets, rectos, premium-line 35 guantes de nitrilo talla s, (caja de 100 uds. c/u) 10 252-0361	fresa carbide alta velocidad redonda no 18",26
77.220.087-0,"38 audifonos bluettooh 
tipo philips bluetooth tah1205 negro 43 se cotiza xtech kit teclado mouse inalambrico negro xtk-309s
despacho 2 dias despues de recibida oc
contacto sergio padilla 996370157 44 se cotiza microfono usb para pc spektra
despacho 2 dias despues de recibida oc
contacto sergio padilla 996370157 40 microfono inalambrico, segun archivo adjunto 57 2 impresoras multifuncional epson ecotank  10 scanner segun especificaciones adjuntas. se solicita subir ficha tecnica e imagen referencial.

 22 monitor led 20"" whn/hdmi/vga 23 se adjunta dcto 41 impresora multifuncional epson tinta continua l3250 wifi 35 se cotiza
multifuncional color pixma g 6010,de canon
despacho 24 horas",26
76.465.237-1,"19 sillas escritorio sin cabezal , se adjunta imagen referencial.

se solicita adjuntar cotizacion con imagen del producto 13 zapatos de seguridad ndeg42 35 guantes de nitrilo talla s, (caja de 100 uds. c/u) 10 pano microfibra verde 27 maquina hidrolavadora, similar o equivalente, power pro ip - 1800g 180 bar 4100 w 56 calzado de seguridad quebec 670
tallas: n38  2 unidades; n39 2 unidades; n40 2 unidades; n41 2 unidades; n42 2 unidades; n43 2 unidades; n44 1 unidad; n45 1 unidad; n46 1 unidad 11 bolsa de basura mediana 50 x 55 rollo x 20 unidades 11 paquete servilletas coctel 50 unidades 33 jabon liquido botella de 01 litro cada uno
completar anexo ndeg1, indicar plazo de entrega, adjuntar imagen de producto a cotizar. 19 mercaderia puesta en bodega 
sin costo de flete
plazo de entrega 6 dias habiles 
veronica ortiz ",9
77.182.857-4,"37 estimados, adjunto ficha tecnica de productos ofertados, costo del envio incluido, entrega en 3-5 dias habiles. bo
 51  estimados, adjunto ficha tecnica de productos ofertados, costo del envio incluido, entrega en 3-5 dias habiles. bo


 12 televisor smart tv, tamano pantalla: 43"", tecnologia tipo led, definicion pantalla 4k ultra hd o similar, con entradas hdmi (minimo 2), conectividad wifi y bluetooth, entrada usb. 24 microondas, se adjunta documento con las especificaciones tecnicas minimas requeridas. 27 mobiliario para escuela gustavo bisquertt de la comuna de rengo, segun anexos. 30 silla de escritorio con ruedas, altura regulable, con apoya cabeza, altura de apoya brazos regulable.
adjuntar imagen del producto ofertado y cotizacion con detalles del producto. 40 kardex metalicos de 4 cajones con llave, de acuerdo a documento adjunto. 44  estimados, adjunto ficha tecnica de productos ofertados, costo del envio incluido, entrega en 3-5 dias habiles. bo

 23 se adjunta ficha tecnica envio gratis en 5 dias habiles saludos ly
 42 estimados, adjunto ficha tenica de productos ofertados, costo de envio gratis, engtreda 3-5 dias habiles. bo",25
15.345.901-0,"26 toner brother tn-213bk 11 sobres 1/4 oficio color blanco 12 separadores cartulina carta, 6 posiciones, marca reconocida y de calidad 12 clip doble 32mm (1-14) (12 unidades por caja), marca reconocida y de calidad. 10 visores para las carpetas colgantes. caja con 50 unidades. adjuntar ficha tecnica de productos. 11 24 cajas lapices pasta azul 25 impresora multifuncional epson ecotank l6270 o su equivalente tecnico  27 tinta epson 664 magenta 76 plumon negro permanente 76 acco clip para carpetas",10
76.100.732-7,51 plumeros 51 balde para mopa 36 limpiador en crema tipo (cif) 19 corchete 26/6 x 5000 unidades 71 etiquetas auto adhesivas blancas 10 visores para las carpetas colgantes. caja con 50 unidades. adjuntar ficha tecnica de productos. 27 1 perforadora de escritorio 22 perforadora de papel minimo 40 hojas. 24 3 cajas de panuelos desechables doble hoja 90 unidades elite o equivalente 31 carpeta rhein fast carta,10
7.191.242-6,"37 cartuchos de tinta originales hp 728 300 ml. despacho gratuito e inmediato a domicilio cliente. entrega en 2 dias. stock disponible 35 toner ricoh im-600f 38 toner original brother tn- magenta para impresora brother mcf-l8900cdw. ver eett anexas. 67 1 toner hp original w1330x - solo original - 15.000 copias

 13 toner cf410a black 22 toners originales modelo tn-3479 para impresora brother modelo mfcl6900dw 11 brother tn-3499 , producto original no remanufacturado 38 tinta brother btd60bk 10 toner original tn-213 magenta
 10 toner original tn-213 yellow
",3
77.237.150-0,"16 sutura polipropileno nadeg 0 c/aguja de 37 mm x 36 b so
 61 solucion antiempanante  para cirugia laparascopica
solucion especialmente formulada que evita el empanamiento de lentes sin danarlos, en empaque individual esteril. 
favor cotizar solo si tienen stock para despacho inmediato. adjuntar foto y especificaciones tecnicas. favor adjuntar telefono y/o correo de contacto . 13 catgut cromado 1 aguja 3,7 1/2 circulo 70-75cm
 15 226-8599 // balon medicado 3,0 x 25 // balon medicado 2,5 x 20/ adjuntar ficha tecnica con especificaciones y cotizacion 16 cl-922 10 mj_oferta economica medtronic
e3773-36ec		$25.200
ft adjunta
entrega 24 hrs aceptada oc. 10 cateter jl 5,0 5 fr * 100 cm min 61 
kit de manga laparoscopia signia kit -mangahspcoq

 77 hemostatico celulosa regeneradora laparo 10 monofilamento de polipropileno 1, ca 1/2 circulo punta redonda 37mm, 75 cm",18
77.025.316-0,"32 se adjunta cotizacion formal. despacho sin costo, stock disponible. atte ensus chile spa contacto@ensus.cl +56 2 3282 1286 12 jeringa 20 ml s/aguja punta luer lock, cada caja de 100 unidades 12 mariposa 23g:
especificaciones: 
mariposa 23g x 3/4 pulgada, de colecta multiple para extraccion de sangre al vacio. mariposa con adaptador luer en extremo distal para extraccion multiple. compatible con toma de muestra al vacio. libre de latex. 
caja 100 unidades. 26 tubo endotraqueal ndeg6. debe adjuntar cotizacion.  10 bajalenguas desechables, caja 100 unidades, vencimiento 2025 o mayor 16 03-002-225-0395 
cinturon de ostomia 34 aposito gasa no tejida, esteril, 10x20cms. paquete de 10 unidades 10 venda enyesada 15 cm 40 se adjunta cotizacion formal y fichas tecnicas para su revision. despacho sin costo, stock disponible. atte ensus chile spa contacto@ensus.cl +56 2 3282 1286 13 se adjunta cotizacion formal y fichas tecnicas para su revision. despacho sin costo, stock disponible. atte ensus chile spa contacto@ensus.cl +56 2 3282 1286",28
77.115.548-0,"19 se adjunta oferta economica con detalle y fotos
entrega en 4 dias  desde orden de compra
lissette mardones / 569 7373 9287 / 9.00 a 17.00 / lissette.mardones@beraterlatam.cl / contacto@beraterlatam.cl 41 se adjunta oferta economica con detalle y fotos
entrega en 4 dias  desde orden de compra
lissette mardones / 569 7373 9287 / 9.00 a 17.00 / lissette.mardones@beraterlatam.cl / contacto@beraterlatam.cl 50 se adjunta oferta economica con detalle y fotos
entrega en 5 dias  desde orden de compra
lissette mardones / +569 7373 9287 / 9.00 a 17.00 / lissette.mardones@beraterlatam.cl / contacto@beraterlatam.cl 54 se adjunta oferta economica con detalle y fotos
entrega en 3 dias  desde orden de compra
lissette mardones / +569 7373 9287 / 9.00 a 17.00 / lissette.mardones@beraterlatam.cl / contacto@beraterlatam.cl 41 listados de materiales de oficina segun detalle y cantidad adjunta, productos despachados a bodega en segundo piso.  75 cif crema 750 gramos o equivalente 10 bolsas de basura de 110x120 bolsas de 5 unidades 10 pano microfibra verde 35 pastilla wc aron unidad 33 desodorante ambiental 360cc aroma citrico,frutilla y potpourri",25
